ID,Sex,Greutate,Lungime_urechi,Ureche_lăsată,Culoare,Vârstă,Tip_blană,Calitate_blană,Formă_corp,Apare_gușa,Sănătate,Scor_jurizare
851,Femelă,2.8,20.0,False,Alb,11,Scurtă,Foarte_bună,Aproape_corectă,True,Ușoare_probleme_de_sănătate,71
705,Mascul,2.3,22.9,False,Havana,15,Lungă,Foarte_bună,Aproape_corectă,False,Probleme_grave_de_sănătate,0
842,Mascul,7.7,44.4,True,Agouti,18,Lungă,Foarte_bună,Incorectă,False,Sănătos,85
195,Femelă,3.4,22.7,False,Havana,8,Lungă,Excelentă,Incorectă,False,Ușoare_probleme_de_sănătate,73
855,Femelă,7.7,40.0,True,Havana,8,Lungă,Bună,Incorectă,False,Ușoare_probleme_de_sănătate,78
865,Mascul,8.9,42.0,True,Negru,16,Lungă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
504,Femelă,1.6,21.1,False,Albastru,8,Scurtă,Bună,Corectă,False,Aspect_neîngrijit,74
970,Mascul,1.6,23.8,False,Albastru,9,Lungă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
831,Femelă,5.2,39.1,True,Agouti,11,Lungă,Bună,Incorectă,False,Ușoare_probleme_de_sănătate,77
580,Mascul,4.5,38.8,True,Havana,12,Lungă,Excelentă,Incorectă,True,Sănătos,0
969,Mascul,8.3,41.2,True,Negru,6,Lungă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,88
163,Femelă,2.5,19.0,False,Alb,7,Scurtă,Bună,Incorectă,False,Sănătos,65
909,Femelă,1.5,21.3,False,Alb,9,Scurtă,Foarte_bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,73
153,Mascul,5.1,42.7,True,Alb,7,Lungă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
802,Mascul,1.6,18.2,False,Havana,6,Scurtă,Bună,Corectă,False,Sănătos,75
994,Femelă,3.3,20.6,False,Alb,10,Lungă,Foarte_bună,Corectă,False,Aspect_neîngrijit,79
756,Mascul,1.7,23.0,False,Negru,14,Lungă,Excelentă,Incorectă,False,Ușoare_probleme_de_sănătate,73
112,Mascul,2.3,23.7,False,Alb,8,Lungă,Bună,Corectă,True,Sănătos,0
227,Mascul,2.9,22.7,False,Havana,17,Lungă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
689,Femelă,1.6,21.2,False,Agouti,9,Scurtă,Bună,Corectă,False,Probleme_grave_de_sănătate,0
104,Femelă,1.6,24.8,False,Agouti,16,Lungă,Bună,Corectă,True,Sănătos,73
422,Femelă,8.7,41.1,True,Alb,12,Lungă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
420,Mascul,2.7,21.5,False,Negru,11,Scurtă,Foarte_bună,Incorectă,False,Aspect_neîngrijit,69
751,Mascul,8.3,41.4,True,Alb,12,Lungă,Bună,Incorectă,False,Sănătos,80
587,Mascul,5.6,40.8,True,Havana,14,Lungă,Excelentă,Aproape_corectă,False,Aspect_neîngrijit,94
781,Femelă,2.2,21.0,False,Alb,11,Scurtă,Bună,Aproape_corectă,True,Probleme_grave_de_sănătate,0
673,Mascul,1.9,20.8,False,Albastru,14,Lungă,Foarte_bună,Aproape_corectă,True,Probleme_grave_de_sănătate,0
120,Femelă,2.7,21.4,False,Negru,6,Scurtă,Bună,Incorectă,False,Probleme_grave_de_sănătate,0
54,Femelă,6.6,43.8,True,Negru,8,Lungă,Bună,Incorectă,False,Probleme_grave_de_sănătate,0
152,Femelă,2.6,22.6,False,Albastru,15,Lungă,Excelentă,Aproape_corectă,False,Ușoare_probleme_de_sănătate,78
404,Mascul,4.6,44.6,True,Albastru,13,Lungă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,80
946,Mascul,1.5,21.6,False,Havana,8,Scurtă,Excelentă,Corectă,False,Aspect_neîngrijit,84
208,Femelă,6.4,39.5,True,Negru,10,Lungă,Bună,Corectă,False,Sănătos,90
659,Femelă,1.5,18.4,False,Agouti,9,Scurtă,Foarte_bună,Corectă,False,Ușoare_probleme_de_sănătate,78
844,Femelă,2.1,21.2,False,Alb,8,Scurtă,Bună,Corectă,True,Aspect_neîngrijit,72
763,Mascul,5.4,41.4,True,Agouti,11,Lungă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
9,Mascul,3.1,23.1,False,Havana,8,Lungă,Excelentă,Incorectă,False,Ușoare_probleme_de_sănătate,73
808,Mascul,7.1,39.1,True,Agouti,11,Lungă,Foarte_bună,Aproape_corectă,True,Ușoare_probleme_de_sănătate,0
37,Mascul,3.5,20.4,False,Agouti,11,Lungă,Excelentă,Aproape_corectă,False,Probleme_grave_de_sănătate,0
453,Mascul,3.1,23.5,False,Albastru,7,Lungă,Foarte_bună,Corectă,False,Ușoare_probleme_de_sănătate,78
652,Mascul,2.9,24.2,False,Albastru,15,Lungă,Foarte_bună,Aproape_corectă,False,Probleme_grave_de_sănătate,0
254,Mascul,3.0,20.5,False,Negru,11,Scurtă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,68
304,Femelă,4.9,42.2,True,Agouti,6,Lungă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,80
747,Femelă,8.0,41.5,True,Havana,14,Lungă,Excelentă,Incorectă,False,Ușoare_probleme_de_sănătate,88
572,Femelă,2.7,22.7,False,Negru,9,Lungă,Foarte_bună,Corectă,False,Sănătos,80
624,Mascul,2.3,22.0,False,Agouti,17,Lungă,Foarte_bună,Incorectă,False,Sănătos,70
733,Mascul,6.1,39.4,True,Havana,10,Lungă,Excelentă,Aproape_corectă,False,Aspect_neîngrijit,94
892,Femelă,2.7,19.0,False,Havana,8,Scurtă,Foarte_bună,Incorectă,False,Sănătos,70
263,Mascul,5.2,39.3,True,Havana,13,Lungă,Bună,Incorectă,False,Probleme_grave_de_sănătate,0
611,Mascul,7.3,39.6,True,Negru,7,Lungă,Bună,Incorectă,False,Probleme_grave_de_sănătate,0
298,Femelă,2.6,23.7,False,Agouti,14,Lungă,Excelentă,Incorectă,True,Sănătos,73
415,Femelă,2.9,18.2,False,Alb,11,Scurtă,Bună,Incorectă,False,Sănătos,65
151,Mascul,2.2,22.6,False,Alb,17,Lungă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
789,Mascul,3.0,20.4,False,Havana,11,Scurtă,Excelentă,Aproape_corectă,False,Sănătos,80
641,Femelă,1.7,20.0,False,Albastru,10,Scurtă,Foarte_bună,Incorectă,False,Ușoare_probleme_de_sănătate,68
890,Mascul,3.3,24.0,False,Agouti,8,Lungă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,73
551,Mascul,1.8,18.9,False,Agouti,9,Scurtă,Foarte_bună,Corectă,False,Ușoare_probleme_de_sănătate,78
887,Femelă,2.5,19.5,False,Negru,10,Scurtă,Foarte_bună,Corectă,True,Probleme_grave_de_sănătate,0
489,Mascul,2.5,20.4,False,Albastru,10,Lungă,Bună,Corectă,False,Probleme_grave_de_sănătate,0
148,Mascul,2.7,22.7,False,Havana,16,Lungă,Bună,Incorectă,False,Ușoare_probleme_de_sănătate,63
147,Mascul,2.6,18.7,False,Havana,9,Scurtă,Bună,Corectă,True,Sănătos,0
721,Mascul,1.8,19.0,False,Alb,11,Scurtă,Foarte_bună,Corectă,True,Aspect_neîngrijit,0
932,Mascul,6.9,41.5,True,Havana,16,Lungă,Bună,Aproape_corectă,False,Aspect_neîngrijit,84
740,Femelă,5.5,41.7,True,Negru,10,Lungă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,88
660,Femelă,8.0,39.3,True,Alb,13,Lungă,Bună,Corectă,False,Probleme_grave_de_sănătate,0
349,Femelă,1.7,20.0,False,Alb,6,Scurtă,Excelentă,Corectă,False,Sănătos,85
464,Femelă,4.6,40.5,True,Albastru,8,Lungă,Bună,Incorectă,False,Ușoare_probleme_de_sănătate,75
326,Mascul,2.6,18.0,False,Albastru,8,Scurtă,Foarte_bună,Corectă,False,Aspect_neîngrijit,79
187,Mascul,1.7,20.6,False,Agouti,8,Lungă,Foarte_bună,Incorectă,False,Ușoare_probleme_de_sănătate,68
124,Mascul,2.0,24.9,False,Alb,9,Lungă,Foarte_bună,Corectă,False,Ușoare_probleme_de_sănătate,78
854,Femelă,4.7,43.4,True,Albastru,16,Lungă,Bună,Corectă,True,Aspect_neîngrijit,84
609,Mascul,7.0,43.6,True,Havana,7,Lungă,Bună,Corectă,False,Sănătos,90
144,Femelă,4.6,41.4,True,Negru,9,Lungă,Excelentă,Incorectă,True,Sănătos,85
959,Femelă,2.0,22.0,False,Albastru,6,Scurtă,Bună,Corectă,False,Sănătos,75
198,Femelă,6.0,44.3,True,Alb,18,Lungă,Bună,Aproape_corectă,False,Sănătos,85
610,Femelă,2.5,21.7,False,Alb,12,Lungă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,73
280,Femelă,2.9,21.2,False,Albastru,6,Lungă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,68
294,Mascul,1.9,21.9,False,Negru,10,Scurtă,Foarte_bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,73
401,Mascul,1.7,20.5,False,Alb,6,Scurtă,Foarte_bună,Aproape_corectă,False,Sănătos,75
123,Femelă,1.9,22.3,False,Havana,17,Lungă,Bună,Aproape_corectă,True,Aspect_neîngrijit,67
184,Mascul,2.8,18.4,False,Albastru,12,Scurtă,Bună,Incorectă,False,Aspect_neîngrijit,64
203,Mascul,2.1,21.4,False,Negru,8,Scurtă,Foarte_bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,73
439,Mascul,2.5,20.4,False,Havana,9,Scurtă,Foarte_bună,Corectă,False,Sănătos,80
247,Femelă,1.6,19.1,False,Havana,9,Scurtă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
416,Femelă,5.8,40.8,True,Negru,18,Lungă,Bună,Corectă,True,Probleme_grave_de_sănătate,0
933,Mascul,4.7,44.6,True,Havana,17,Lungă,Excelentă,Corectă,False,Aspect_neîngrijit,96
766,Mascul,4.9,43.9,True,Agouti,12,Lungă,Bună,Aproape_corectă,False,Aspect_neîngrijit,81
907,Femelă,1.6,22.6,False,Negru,17,Lungă,Foarte_bună,Corectă,False,Sănătos,80
836,Mascul,6.6,44.4,True,Havana,18,Lungă,Excelentă,Aproape_corectă,True,Ușoare_probleme_de_sănătate,0
888,Femelă,1.8,19.5,False,Havana,7,Scurtă,Excelentă,Aproape_corectă,False,Ușoare_probleme_de_sănătate,78
130,Femelă,2.2,20.1,False,Negru,11,Lungă,Bună,Aproape_corectă,False,Aspect_neîngrijit,69
638,Femelă,1.9,18.7,False,Agouti,9,Scurtă,Excelentă,Corectă,False,Aspect_neîngrijit,84
403,Femelă,3.1,24.6,False,Havana,14,Lungă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
785,Mascul,7.6,43.6,True,Alb,16,Lungă,Bună,Incorectă,True,Probleme_grave_de_sănătate,0
771,Mascul,2.5,22.3,False,Alb,16,Lungă,Excelentă,Corectă,False,Aspect_neîngrijit,84
736,Mascul,6.9,41.7,True,Negru,12,Lungă,Excelentă,Incorectă,False,Sănătos,90
914,Mascul,2.5,21.8,False,Agouti,6,Lungă,Excelentă,Incorectă,True,Aspect_neîngrijit,0
220,Femelă,2.9,21.1,False,Alb,9,Scurtă,Foarte_bună,Aproape_corectă,False,Probleme_grave_de_sănătate,0
642,Mascul,1.8,22.9,False,Negru,15,Lungă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
916,Mascul,3.0,18.8,False,Alb,9,Scurtă,Excelentă,Aproape_corectă,False,Probleme_grave_de_sănătate,0
753,Femelă,7.3,38.7,True,Alb,14,Lungă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,83
807,Mascul,9.0,41.7,True,Agouti,7,Lungă,Foarte_bună,Corectă,False,Ușoare_probleme_de_sănătate,93
920,Mascul,1.8,23.0,False,Alb,12,Lungă,Excelentă,Aproape_corectă,True,Aspect_neîngrijit,0
625,Mascul,1.5,22.2,False,Agouti,11,Lungă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
875,Femelă,1.7,25.0,False,Alb,11,Lungă,Excelentă,Incorectă,True,Aspect_neîngrijit,72
761,Mascul,7.2,39.2,True,Alb,9,Lungă,Excelentă,Incorectă,False,Sănătos,90
387,Mascul,2.6,21.8,False,Negru,7,Lungă,Bună,Aproape_corectă,True,Sănătos,0
973,Femelă,4.6,42.2,True,Albastru,12,Lungă,Excelentă,Incorectă,False,Ușoare_probleme_de_sănătate,85
510,Mascul,2.5,20.2,False,Negru,12,Lungă,Excelentă,Incorectă,True,Sănătos,0
268,Mascul,2.2,24.1,False,Negru,17,Lungă,Bună,Incorectă,False,Probleme_grave_de_sănătate,0
820,Mascul,6.0,42.1,True,Negru,9,Lungă,Excelentă,Incorectă,False,Sănătos,90
442,Femelă,8.8,42.2,True,Negru,16,Lungă,Excelentă,Aproape_corectă,False,Sănătos,95
497,Femelă,8.6,42.1,True,Havana,13,Lungă,Excelentă,Incorectă,False,Aspect_neîngrijit,89
113,Femelă,3.3,23.4,False,Albastru,9,Lungă,Foarte_bună,Incorectă,True,Sănătos,68
692,Mascul,8.8,44.5,True,Alb,6,Lungă,Foarte_bună,Aproape_corectă,False,Sănătos,90
233,Femelă,2.7,18.3,False,Alb,9,Scurtă,Foarte_bună,Corectă,False,Ușoare_probleme_de_sănătate,78
870,Mascul,1.9,20.2,False,Negru,18,Lungă,Foarte_bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,73
608,Mascul,1.8,19.2,False,Agouti,7,Scurtă,Foarte_bună,Incorectă,False,Sănătos,70
672,Femelă,6.4,42.4,True,Albastru,14,Lungă,Bună,Incorectă,False,Aspect_neîngrijit,79
374,Mascul,2.1,19.4,False,Havana,12,Scurtă,Foarte_bună,Incorectă,False,Ușoare_probleme_de_sănătate,68
982,Femelă,2.3,23.5,False,Albastru,18,Lungă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
843,Mascul,2.2,20.7,False,Albastru,8,Scurtă,Foarte_bună,Corectă,False,Ușoare_probleme_de_sănătate,78
234,Femelă,7.0,39.9,True,Havana,11,Lungă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,83
786,Mascul,2.7,23.7,False,Agouti,13,Lungă,Excelentă,Aproape_corectă,False,Sănătos,80
677,Mascul,7.3,39.6,True,Alb,6,Lungă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
318,Femelă,5.4,40.8,True,Negru,15,Lungă,Foarte_bună,Corectă,False,Aspect_neîngrijit,93
649,Femelă,7.6,39.1,True,Albastru,12,Lungă,Foarte_bună,Aproape_corectă,False,Sănătos,90
411,Femelă,4.8,40.1,True,Albastru,9,Lungă,Excelentă,Incorectă,False,Ușoare_probleme_de_sănătate,85
899,Mascul,1.9,20.6,False,Alb,6,Scurtă,Bună,Corectă,True,Sănătos,0
710,Mascul,1.6,19.8,False,Alb,7,Scurtă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,68
359,Femelă,2.7,22.3,False,Alb,8,Lungă,Foarte_bună,Aproape_corectă,True,Probleme_grave_de_sănătate,0
259,Mascul,8.1,43.0,True,Alb,13,Lungă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
745,Mascul,1.6,20.0,False,Havana,10,Scurtă,Foarte_bună,Corectă,False,Sănătos,80
628,Mascul,2.8,23.5,False,Havana,11,Lungă,Foarte_bună,Aproape_corectă,True,Aspect_neîngrijit,0
633,Mascul,6.7,42.5,True,Alb,18,Lungă,Bună,Aproape_corectă,False,Ușoare_probleme_de_sănătate,83
283,Femelă,2.1,24.9,False,Agouti,12,Lungă,Foarte_bună,Incorectă,False,Ușoare_probleme_de_sănătate,68
377,Mascul,2.2,18.8,False,Albastru,7,Scurtă,Bună,Incorectă,True,Ușoare_probleme_de_sănătate,0
385,Mascul,1.7,23.5,False,Negru,15,Lungă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
225,Femelă,2.5,21.2,False,Havana,6,Scurtă,Bună,Incorectă,False,Ușoare_probleme_de_sănătate,63
954,Mascul,2.5,20.1,False,Negru,6,Scurtă,Foarte_bună,Aproape_corectă,False,Probleme_grave_de_sănătate,0
815,Femelă,2.0,24.1,False,Agouti,7,Lungă,Excelentă,Aproape_corectă,False,Sănătos,80
473,Mascul,2.8,23.1,False,Albastru,14,Lungă,Foarte_bună,Aproape_corectă,False,Probleme_grave_de_sănătate,0
348,Femelă,6.8,38.5,True,Albastru,9,Lungă,Foarte_bună,Corectă,True,Aspect_neîngrijit,92
506,Femelă,8.1,43.5,True,Agouti,6,Lungă,Excelentă,Incorectă,False,Ușoare_probleme_de_sănătate,88
640,Mascul,8.2,44.7,True,Agouti,9,Lungă,Foarte_bună,Corectă,False,Aspect_neîngrijit,94
988,Femelă,8.9,38.1,True,Alb,6,Lungă,Foarte_bună,Incorectă,True,Probleme_grave_de_sănătate,0
929,Femelă,2.6,18.7,False,Agouti,7,Scurtă,Foarte_bună,Aproape_corectă,False,Aspect_neîngrijit,74
906,Mascul,2.9,18.0,False,Albastru,6,Scurtă,Excelentă,Incorectă,False,Sănătos,75
620,Femelă,5.3,43.7,True,Agouti,10,Lungă,Excelentă,Incorectă,False,Aspect_neîngrijit,88
856,Mascul,5.5,41.5,True,Alb,14,Lungă,Bună,Corectă,False,Ușoare_probleme_de_sănătate,88
804,Femelă,8.6,40.7,True,Agouti,14,Lungă,Bună,Aproape_corectă,True,Ușoare_probleme_de_sănătate,81
646,Femelă,4.6,41.0,True,Havana,9,Lungă,Bună,Corectă,True,Sănătos,85
847,Femelă,2.4,20.0,False,Albastru,14,Lungă,Bună,Corectă,False,Probleme_grave_de_sănătate,0
557,Femelă,1.5,21.4,False,Agouti,10,Scurtă,Excelentă,Corectă,False,Probleme_grave_de_sănătate,0
958,Mascul,3.2,23.2,False,Havana,12,Lungă,Excelentă,Incorectă,False,Aspect_neîngrijit,74
578,Femelă,1.9,18.5,False,Havana,12,Scurtă,Foarte_bună,Aproape_corectă,False,Aspect_neîngrijit,74
796,Mascul,2.7,19.5,False,Albastru,12,Scurtă,Excelentă,Incorectă,False,Probleme_grave_de_sănătate,0
86,Femelă,2.6,22.2,False,Alb,17,Lungă,Excelentă,Corectă,True,Probleme_grave_de_sănătate,0
243,Mascul,2.1,20.3,False,Havana,6,Lungă,Excelentă,Corectă,False,Sănătos,85
699,Mascul,2.2,20.8,False,Albastru,12,Lungă,Bună,Incorectă,False,Probleme_grave_de_sănătate,0
160,Femelă,2.1,21.4,False,Agouti,6,Scurtă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
525,Femelă,6.2,43.8,True,Albastru,17,Lungă,Excelentă,Incorectă,False,Ușoare_probleme_de_sănătate,88
36,Femelă,2.3,22.0,False,Alb,17,Lungă,Excelentă,Corectă,False,Probleme_grave_de_sănătate,0
541,Mascul,4.8,44.0,True,Negru,14,Lungă,Foarte_bună,Corectă,False,Probleme_grave_de_sănătate,0
171,Mascul,8.8,39.0,True,Agouti,15,Lungă,Foarte_bună,Corectă,False,Sănătos,95
655,Mascul,2.7,24.4,False,Havana,16,Lungă,Excelentă,Corectă,False,Aspect_neîngrijit,84
891,Mascul,2.9,20.5,False,Albastru,17,Lungă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
858,Femelă,2.8,22.6,False,Albastru,7,Lungă,Bună,Aproape_corectă,False,Probleme_grave_de_sănătate,0
848,Mascul,2.4,23.0,False,Agouti,7,Lungă,Foarte_bună,Incorectă,False,Sănătos,70
945,Mascul,6.3,44.5,True,Negru,13,Lungă,Foarte_bună,Corectă,False,Aspect_neîngrijit,94
734,Femelă,5.7,42.6,True,Alb,16,Lungă,Excelentă,Aproape_corectă,False,Sănătos,95
96,Femelă,3.5,23.7,False,Havana,13,Lungă,Excelentă,Incorectă,False,Aspect_neîngrijit,74
564,Femelă,1.7,19.9,False,Albastru,12,Scurtă,Foarte_bună,Incorectă,False,Probleme_grave_de_sănătate,0
241,Mascul,2.0,20.9,False,Havana,6,Scurtă,Excelentă,Aproape_corectă,False,Sănătos,80
743,Mascul,6.2,38.1,True,Alb,13,Lungă,Foarte_bună,Incorectă,False,Sănătos,85
575,Mascul,2.5,20.9,False,Alb,15,Lungă,Foarte_bună,Corectă,True,Sănătos,0
